ORGANIZATION NAME,CONTACT JOB DEPARTMENTS,INDUSTRIES,HEADQUARTERS LOCATION,COUNTRY,DESCRIPTION,FOUNDED DATE,FOUNDED DATE PRECISION,FOUNDERS,NUMBER OF EMPLOYEES,FUNDING STATUS,LAST FUNDING DATE,LAST FUNDING TYPE,NUMBER OF INVESTMENTS,NUMBER OF EXITS,INDUSTRY GROUPS,IPO STATUS,IPO DATE,DELISTED DATE,DELISTED DATE PRECISION,MONEY RAISED AT IPO,MONEY RAISED AT IPO CURRENCY,MONEY RAISED AT IPO CURRENCY (IN USD),VALUATION AT IPO,VALUATION AT IPO CURRENCY,VALUATION AT IPO CURRENCY (IN USD),STOCK EXCHANGE,DIVERSITY SPOTLIGHT (US HEADQUARTERS ONLY),NUMBER OF DIVERSITY INVESTMENTS,TRANSACTION NAME,ACQUIRED BY,ANNOUNCED DATE,ANNOUNCED DATE PRECISION,PRICE,PRICE CURRENCY,PRICE CURRENCY (IN USD),LAST LEADERSHIP HIRING DATE,CB RANK (ORGANIZATION),CB RANK (COMPANY),CB RANK (SCHOOL),LAST LAYOFF MENTION DATE,HEADQUARTERS REGIONS,ESTIMATED REVENUE RANGE,OPERATING STATUS,WEBSITE,TWITTER,FACEBOOK,LINKEDIN,CONTACT EMAIL,PHONENUMBER,NUMBER OF ARTICLES,HUB TAGS,FULL DESCRIPTION,ACTIVELY HIRING,INVESTMENT STAGE,NUMBER OF FOUNDERS (ALUMNI),NUMBER OF FOUNDERS,NUMBER OF FUNDING ROUNDS,TOTAL FUNDING AMOUNT,TOTAL FUNDING AMOUNT CURRENCY,TOTAL FUNDING AMOUNT CURRENCY (IN USD),NUMBER OF ACQUISITIONS,STOCK SYMBOL,SIMILAR COMPANIES,SEMRUSH - MONTHLY VISITS,SEMRUSH - AVERAGE VISITS (6 MONTHS),SEMRUSH - VISIT DURATION,SEMRUSH - MONTHLY VISITS GROWTH,SEMRUSH - VISIT DURATION GROWTH,SEMRUSH - PAGE VIEWS / VISIT,SEMRUSH - PAGE VIEWS / VISIT GROWTH,SEMRUSH - BOUNCE RATE,SEMRUSH - BOUNCE RATE GROWTH,SEMRUSH - GLOBAL TRAFFIC RANK,SEMRUSH - MONTHLY RANK CHANGE (#),SEMRUSH - MONTHLY RANK GROWTH,ABERDEEN - IT SPEND,ABERDEEN - IT SPEND CURRENCY,ABERDEEN - IT SPEND CURRENCY (IN USD),IPQWERY - PATENTS GRANTED,IPQWERY - TRADEMARKS REGISTERED,IPQWERY - MOST POPULAR PATENT CLASS,IPQWERY - MOST POPULAR TRADEMARK CLASS,APPTOPIA - NUMBER OF APPS,APPTOPIA - DOWNLOADS LAST 30 DAYS,ORGANIZATION NAME,INDUSTRY LINKEDIN,WEBSITE,COMPANYLINKEDINURL,FACEBOOKURL,TWITTER URL,COMPANY STREET,COMPANY CITY,COMPANY STATE,COMPANY COUNTRY,COMPANY POSTAL CODE,COMPANY ADDRESS,KEYWORDS,COMPANY PHONE,SEO DESCRIPTION,TECHNOLOGIES,SIC CODES,SHORT DESCRIPTION
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nossa Visão,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ser reconhecida como a melhor empresa provedora de soluções de gestão e qualidade da informação do mercado brasileiro, e contribuir de forma efetiva para a eficiente utilização das informações pelos nossos clientes, visando o incremento dos seus negócios.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nossa Valores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ética, transparência e integridade;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Respeito no tratamento com clientes, colaboradores e parceiros;",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conhecimento técnico e experiência.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plano&Plano,,"Commercial Real Estate, Construction, Real Estate","São Paulo, Sao Paulo, Brazil",Brazil,Plano&Plano is a real estate company that offers engineering and civil construction services.,1/1/1997,year,,501 to 1.000,IPO,,,,,Real Estate,Public,8/28/2020,,,,,,,,,B3 - Brazil Stock Exchange and OTC Market,,,,,,,,,,,"837,664","815,266",,,Latin America,,Active,planoeplano.com.br,twitter.com/planoeplano?lang=en,facebook.com/construtoraplanoeplano/,br.linkedin.com/company/planoeplano,paula.nunes@bcw-global.com,,1,,"Plano&Plano is a developer and construction company. Their construction services offer buildings, elevators, leisure areas, condominium security, and a remarkable characteristic to all our developments. They constructed 2,900 economic buildings.",,,,,,,,,,PLPL3,12,"139,015","199,039.67",497,-48.2%,36.16%,2.19,-23.23%,46.16%,0.26%,"282,624","106,963",60.89%,,,,,,,,,,Plano&Plano,Construction,planoeplano.com.br,linkedin.com/company/planoeplano,facebook.com/construtoraplanoeplano/,,16 Rua Samuel Morse,São Paulo,São Paulo,Brazil,04576-060,"16 Rua Samuel Morse, São Paulo, State of São Paulo, Brazil, 04576-060",incorporacao e construcao,551143028050,Na Plano&Plano você encontra apartamentos Minha Casa Minha Vida com excelentes preços e condições de pagamento em toda São Paulo. Confira!,"Sendgrid, Outlook, Microsoft Office 365, Google Cloud Hosting, Salesforce Live Agent, SendInBlue, Amazon SES, VueJS, Create React App, YouTube, Lotame, Smartclip, Google Remarketing, DoubleClick, DoubleClick Conversion, Google Font API, Bluekai, Adobe Media Optimizer, Google AdWords Conversion, Facebook Custom Audiences, Mobile Friendly, Ruby On Rails, Navegg, Krux, Google Places, Hotjar, Google Maps, Facebook Login (Connect), Facebook Widget, Google AdSense, Google Tag Manager, Google Dynamic Remarketing, Taboola, Smart AdServer, MailChimp, Salesforce, MediaMath, WordPress.org, AppNexus, Nginx, Google Analytics",,"Fundada em 1997, a Plano&Plano  é reconhecidamente uma empresa de sucesso no setor imobiliário. Baseada em suas convicções éticas, caracteriza-se por sua agilidade, inovação e excelência em qualidade. Associou-se à Cyrela Brazil Realty, consolidando assim definitivamente sua participação no mercado imobiliário.  Atenta às suas responsabilidades ambientais e sociais, a Plano&Plano é uma empresa moderna, jovem e focada no seu maior propósito: fazer parte dos seus planos."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
São mais de 19.036 clientes ativos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mais de 17.000 unidades entregues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mais de 2.261.000 m² lançados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.900.000 m² construídos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mais de 420.000 m² em construção,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mais de 700 funcionários,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missão:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A missão da Plano&Plano é oferecer produtos imobiliários com qualidade, conhecimento construtivo, e respeito ao cliente.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visão:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ser uma empresa admirada por sua solidez e rentabilidade, com dinamismo nas decisões comprometida com a qualidade do produto.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valores:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Integridade como base para qualquer atitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
União nas relações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eficiência em processos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iniciativa e Pró-atividade em todas as situações,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qualidade nos produtos e serviços,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comprometimento com o cliente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genotyping,,"Biotechnology, Genetics, Health Diagnostics, Life Science","Botucatu, Sao Paulo, Brazil",Brazil,Genotyping brings precision medicine to consumers through genetic diagnosis using next-generation sequencing technology.,1/1/2008,year,,1 to 10,Early Stage Venture,9/3/2015,Series A,,,"Biotechnology, Health Care, Science and Engineering",Private,,,,,,,,,,,,,,,,,,,,,"132,908","131,162",,,Latin America,Less than $1M,Active,genotyping.com.br,twitter.com/genotyping_sp,facebook.com/genotypingdiagnosticosgeneticos,linkedin.com/company/genotyping-sa%C3%BAde,contato@genotyping.com.br,551438135094,,,"Genotyping brings precision medicine to consumers through genetic diagnosis using next-generation sequencing technology. Genotyping is a Brazilian biotechnology company founded in 2008 by UNESP researchers together with entrepreneurs. In 2013, the company expanded its operations to the molecular diagnostics industry, pioneering the next-generation sequencing to use for genetic analysis. Located in Botucatu, it has a modern laboratory with operating license that is FDA approved, has qualified and personalized customer service. The company has scientific and technical body able to perform a full range of molecular analysis of the human genome, enabling the development of new tests to meet specific customer needs. The company provides genetic panels that assess multiple genes in a single analysis, enabling physicians to offer patients the latest diagnosis associated with prevention.",,,,,1,"4,000,000",BRL,"1,070,937",,,2,638,,8,,,2,,0,,"6,516,127",,,,,,,,,,,,Genotyping,Research,genotyping.com.br,linkedin.com/company/genotyping-sa%c3%bade,facebook.com/Genotyping-Diagn%C3%B3sticos-Gen%C3%A9ticos-907159412726897/,twitter.com/Genotyping_SP,1649 Avenida Deputado Dante Delmanto,Botucatu,São Paulo,Brazil,18608-393,"1649 Avenida Deputado Dante Delmanto, Botucatu, São Paulo, Brazil, 18608-393","diagnostico molecular, exames geneticos, next generation sequencing ngs, oncologia, sequenciamento de dna, doencas hereditarias",5511438135094,,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, DoubleClick Conversion, Facebook Custom Audiences, Google Tag Manager, Google AdWords Conversion, WordPress.org, Facebook Widget, Bootstrap Framework, Facebook Login (Connect), Google Dynamic Remarketing, Mobile Friendly, Google Analytics, Google Remarketing, Google AdSense, Google Font API, DoubleClick, , Circle, Basis",5047,A Genotyping Diagnósticos Genéticos traz a medicina de precisão até você através de diagnóstico genético utilizando tecnologia de sequenciamento de última geração – Next Generation Sequencing (NGS).
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Na área oncológica disponibiliza painéis genéticos que avaliam múltiplos genes em uma única análise, possibilitando aos médicos oferecerem a seus pacientes o que há de mais moderno em diagnóstico associado a prevenção.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A empresa possui corpo científico e técnico capaz de realizar uma gama completa de análises moleculares do genoma humano, possibilitando o desenvolvimento de novos testes para atender necessidades específicas de seus clientes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liz Lingerie,,"E-Commerce, Fashion","São Paulo, Sao Paulo, Brazil",Brazil,Liz Lingerie is an app so that people will find exclusive products of high technology and quality with a super comfortable modeling.,1/1/1989,year,,11 to 50,,,,,,"Clothing and Apparel, Commerce and Shopping, Design",Private,,,,,,,,,,,,,,,,,,,,,"599,391","582,41",,,Latin America,,Active,liz.com.br,,facebook.com/LizLingerie/,linkedin.com/company/lizlingerie/,,,,,,,,,,,,,,,,4,"17,606","33,015.67",156,-30.53%,-2.5%,2.19,-26.64%,74.04%,124.09%,"1,180,366","246,845",26.44%,,,,,,,,,,Liz Lingerie,Textiles,liz.com.br,linkedin.com/company/lizlingerie,facebook.com/LizSolutions,,2000 Avenida Antonieta Piva Barranqueiros,Jundiaí,São Paulo,Brazil,13213-009,"2000 Avenida Antonieta Piva Barranqueiros, Jundiaí, São Paulo, Brazil, 13213-009","industria, comercio, moda intima, lingerie, moda feminina, franquias",551145893514,"Somos uma marca especialista em conforto, bem-estar e beleza,  comprometida em entregar soluções mágicas que encantam o mundo do feminino, em todos os momentos.","Amazon AWS, Facebook Login (Connect), Mobile Friendly, DoubleClick, Facebook Widget, Google Analytics, Google Tag Manager, DoubleClick Conversion, AppNexus, Google Dynamic Remarketing, Facebook Custom Audiences, Vtex, Hotjar, Linkedin Marketing Solutions",,"Há 33 anos nos mercados nacionais e internacionais, a CMR é uma empresa de Capital Nacional que começou como uma das primeiras indústrias de meias finas femininas com elastano."
"Em 1995, iniciou a fabricação de uma linha de lingerie com foco em conforto, bem-estar e soluções.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A Liz é inspirada e desenvolvida para atender as necessidades e desejos das mulheres. Em razão disso, os produtos Liz apresentam diferenciais de tecnologia e modelagem que asseguram funcionalidade, conforto e fit perfeito.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apoio Global,,"Accounting, Finance, Internet, Office Administration, SaaS, Software","São Paulo, Sao Paulo, Brazil",Brazil,Apoio Global provides accounting solutions.,12/1/2015,month,,1 to 10,,,,,,"Administrative Services, Financial Services, Internet Services, Professional Services, Software",Private,,,,,,,,,,,,,,,,,,,,,"1,994,161","1,954,839",,,Latin America,,Active,apoioglobal.com.br,,,,atendimento@apoioglobal.com.br,,,,"Apoio Global provides accounting solutions. It began operation in December 2015, with its headquarters in São Paulo in Brazil.",,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,Apoio Global,,apoioglobal.com.br,,facebook.com/Apoio-Global-106589218028384,,70 Rua Coronel Xavier de Toledo,,São Paulo,Brazil,01048-000,"70 Rua Coronel Xavier de Toledo, São Paulo, Brazil, 01048-000",,551146732399,Crédito barato com garantia de imóvel ou veículo para você realizar seus sonhos ou para o fluxo de caixa da sua empresa. Financiamento imobiliário para aquisição ou reforma da sua casa. As melhores condições e menores juros do mercado.,"Remote, Basis",,"Apoio Global provides accounting solutions. It began operation in December 2015, with its headquarters in São Paulo in Brazil."
Apoio Global,,"Accounting, Finance, Internet, Office Administration, SaaS, Software","São Paulo, Sao Paulo, Brazil",Brazil,Apoio Global provides accounting solutions.,12/1/2015,month,,1 to 10,,,,,,"Administrative Services, Financial Services, Internet Services, Professional Services, Software",Private,,,,,,,,,,,,,,,,,,,,,"1,994,161","1,954,839",,,Latin America,,Active,apoioglobal.com.br/,,,,atendimento@apoioglobal.com.br,,,,"Apoio Global provides accounting solutions. It began operation in December 2015, with its headquarters in São Paulo in Brazil.",,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,Apoio Global,,apoioglobal.com.br,,facebook.com/Apoio-Global-106589218028384,,70 Rua Coronel Xavier de Toledo,,São Paulo,Brazil,01048-000,"70 Rua Coronel Xavier de Toledo, São Paulo, Brazil, 01048-000",,551146732399,Crédito barato com garantia de imóvel ou veículo para você realizar seus sonhos ou para o fluxo de caixa da sua empresa. Financiamento imobiliário para aquisição ou reforma da sua casa. As melhores condições e menores juros do mercado.,"Remote, Basis",,"Apoio Global provides accounting solutions. It began operation in December 2015, with its headquarters in São Paulo in Brazil."
MaquiADORO,,"E-Commerce, Retail, Sales, Shopping","Ceará, Ceara, Brazil",Brazil,MaquiADORO is an e-commerce & retail online shopping platform that deals with cosmetics & other woman products.,1/1/2012,day,,51 to 100,,,,,,"Commerce and Shopping, Sales and Marketing",Private,,,,,,,,,,,,,,,,,,,,,"2,422,566","2,377,039",,,Latin America,,Active,maquiadoro.com.br,twitter.com/maquiadoro,facebook.com/MaquiADORO/,linkedin.com/company/maquiadoro/about/,sac@maquiadoro.com.br,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,MaquiADORO,Retail,maquiadoro.com.br,linkedin.com/company/maquiadoro,facebook.com/MaquiADORO,twitter.com/MaquiADORO,,Fortaleza,Ceará,Brazil,,"Fortaleza, State of Ceará, Brazil","varejo, inovacao, beleza, makeup, technology, internet, ecommerce, retail, maquiagem, cosmetica",551146734170,"Encontre maquiagem das melhores marcas em até 5x s/ juros e entrega expressa. Tudo em Base, Corretivo, Iluminador, Pinceis e muito mais.","Outlook, Microsoft Office 365, Microsoft Azure Hosting, Google Analytics, Mobile Friendly, Hotjar, Google Tag Manager, DoubleClick",,"Acreditamos na maquiagem como forma de expressão e apoiamos a liberdade de ser você. Por isso, levamos, de forma acessível, produtos de qualidade a todos que, assim como nós, adoram esse mundo."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Criada em 2012, a MaquiADORO proporciona uma experiência única ao levar amor em forma de caixinha. O sonho de uma jovem apaixonada pelo universo da beleza se transformou em um dos maiores e-commerce especializados em maquiagem do Brasil.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Com centros de distribuição no Nordeste e Sudeste, nosso site conta com dezenas de marcas e milhares de produtos de maquiagem e de cuidados com a pele a preços acessíveis.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nos dedicamos em todos os detalhes, desde a seleção dos produtos até o atendimento personalizado, para garantir que cada cliente seja #ClienteFelizMaquiADORO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vivreshop,,"Beauty, Cosmetics, Retail","Mogi Das Cruzes, Sao Paulo, Brazil",Brazil,"Vivreshop offers a wide selection of imported perfumes, concentrations, lotions and cosmetics of versatile brands.",1/1/2006,year,,1 to 10,,,,,,"Commerce and Shopping, Consumer Goods",Private,,,,,,,,,,,,,,,,,,,,,"2,883,410","2,824,936",,,Latin America,,Active,vivreshop.com.br,twitter.com/vivreshop?lang=en,facebook.com/vivreshop/,,atendimento@vivreshop.com.br,551147229365,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,Vivreshop,,vivreshop.com.br,,,,,Mogi das Cruzes,São Paulo,Brazil,,"Mogi das Cruzes, São Paulo, Brazil",,551147229365,,,,
Cayuga Collection,,"Hospitality, Hotel, Sustainability, Travel Accommodations, Vacation Rental","Escazú, San Jose, Costa Rica",Costa Rica,"Cayuga Collection is a hospitality firm that provides luxury hotels, lodges, and travel accommodations that include eco-friendly services.",1/1/2003,year,Hans M. Pfister,11 to 50,,,,,,"Real Estate, Sustainability, Travel and Tourism",Private,,,,,,,,,,,,,,,,,,,,,"1,251,633","1,222,681",,,"Central America, Latin America",$1M to $10M,Active,cayugacollection.com,twitter.com/CayugaSH,facebook.com/CayugaCollection,linkedin.com/company/cayuga-sustainable-hospitality/,info@cayugaonline.com,,,,,,,,1,,,,,,,20,"2,99",,0,,,1,,1,,"3,763,724",,,,,,,,,,,,Cayuga Collection,Hospitality,cayugacollection.com,linkedin.com/company/cayuga-sustainable-hospitality,facebook.com/CayugaCollection,,,Escazu,San Jose,Costa Rica,,"Escazu, San Jose, Costa Rica","ecotourism, sustainable tourism, boutique, upscale hotel management, hoteleria, hoteleria sostenible, turismo sostenible, ecoturismo, hoteleria de lujo, sostenibilidad, hoteles boutique",,"Have the most extraordinary experiences of your life at our beachfront & rainforest Hotels in Costa Rica, Panama & Nicaragua. We are the Ultimate Symbiosis of Luxury & Sustainability. Learn more.","Amazon CloudFront, Cloudflare DNS, Route 53, Amazon AWS, Gmail, Google Apps, Active Campaign, YouTube, Google Font API, DoubleClick, Wistia, Facebook Login (Connect), Google Dynamic Remarketing, Mobile Friendly, Facebook Widget, DoubleClick Conversion, Facebook Custom Audiences, Google Tag Manager, WordPress.org, Gusto, Reviews, TransferWise, Asksuite, Deel, StackAdapt,",,"Nosotros somos Cayuga Collection. Contamos con 8 premiados y galardonados hoteles sostenibles y eco lodges, ubicados en los rincones más increíbles de Costa Rica, Panamá y Nicaragua, con el compromiso de proteger y preservar a las comunidades y ecosistemas que nos rodean y complementan."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Si desea saber más de nosotros, visite nuestra página web www.cayugacollection.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuestros hoteles y lodges:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
